Datum;Dan u tj.;Doručak;Kalorije (kcal);Ručak;Kalorije (kcal).1;Večera;Kalorije (kcal).2;Ukupno;Potrošio;Aktivnost;Kcal Potrošeno;Kg;;;;;
13.stu;ČET;cordon i rizibizi + protein puding;655;bečki i pekarski krumpir;760;sendviči + tortice + protein puding;1270;2685;2200;8k koraka;510;;;;;;
14.stu;PET;tost sa sirom + protein puding;845;alfredo piletina s tjesteninom + čoko;1210;sendviči + keksi;1260;3315;2200;7k + kolodvor;520;;;;;;
15.stu;SUB;sendviči + keksi;1110;som i restani + banana bread;1030;ostaci alfreda i banana bread;1280;3420;2400;1k koraka;60;;;;;;
16.stu;NED;domaći kruh sendviči;700;sarma musaka;900;banana bread + sendviči;940;2540;2400;1k koraka;60;121 kg;;;;;
17.stu;PON;cordon i jaja;560;bečki i riža i monte;685;kiflice i keksi;1540;2785;2200;12k koraka;750;;;;;;
18.stu;UTO;/;0;grah kobasica i kruh + nutella šnite;1350;palačinka sendviči;1050;2400;2200;1k koraka;60;;;;;;
19.stu;SRI;/;0;cordon i riža;870;grah + tortica + sendviči + pahuljice;1895;2765;2200;11k koraka;700;;;;;;
20.stu;ČET;jaja + hrenovke + pecivo + tortica;1015;sendviči;700;ćevapi + čoko;1380;3095;2200;15k koraka;930;;;;;;
21.stu;PET;sendviči + merci;1050;minutni + grašak + merci + ceda;970;sendviči + nutella;940;2960;2200;1k + usis.;170;;;;;;
22.stu;SUB;sendviči;750;bolonjez;990;sendviči ;750;2490;2400;1k + snijeg;140;;;;;;
23.stu;NED;sendviči;750;b.meso i sos;720;sendviči + bolonjez;1750;3220;2400;2k koraka;170;121 kg;;;;;
24.stu;PON;menza pizza + tortica;975;protein puding;165;bečki i riža;600;1740;2200;9k koraka;600;;;;;;
25.stu;UTO;bolonjez i sendvič;950;proetin puding + sendvič;515;palačinke + protein puding;1165;2630;2200;8k koraka;520;;;;;;
26.stu;SRI;bečki i riža;570;sendviči + protein puding;815;mljeveno + pizza;1730;3115;2200;12k + kuglanje;850;;;;;;
27.stu;ČET;/;0;/;0;gauda ćevapi + protein pud. + gumeni;1875;1875;2200;6k koraka;410;;;;;;
28.stu;PET;jaja hrenovke i pecivo + tortica;940;som i restani;865;sendviči;750;2555;2200;10k + kolodvor;720;;;;;;
29.stu;SUB;sendviči + kuglice;1000;tortilje;1500;keksi i kiflice;1000;3500;2400;2k koraka;120;;;;;;
30.stu;NED;sendviči + keksi;1000;juha nešto malo mesa i pirea + gluposti;970;sendviči + protein puding;915;2885;2400;4k + kolodvor;320;120,5 kg;;;;;
1.pro;PON;bolonjez;600;sendviči + protein puding;965;cordon i tjestenina + čips + puding;1755;3320;2150;9k koraka;580;;;;;;
2.pro;UTO;čevapi i riža;735;sendvič i protein puding;865;hamburgilla + domaćica;1480;3080;2150;14k koraka;860;;;;;;
3.pro;SRI;sendvič;700;cordoni i pommes;1100;gumeni + topli send, + prot. Puding;1095;2895;2150;2k koraka;150;;;;;;
4.pro;ČET;jaja i hrenovke;745;menza ćevapi;1140;protein puding;165;2050;2150;8k koraka;490;;;;;;
5.pro;PET;jaja i kobasice;860;protien puding + ćevapi i riža;815;čufte + pecivo + čoko štapići;950;2625;2150;11k + kolodvor;730;;;;;;
6.pro;SUB;sendviči + kitkat;1050;čokolada;350;coki rođendan;1800;3200;2300;3k + usis.;260;;;;;;
7.pro;NED;/;0;b,meso i pire;1100;forneti + b.meso + bomboni;1410;2510;2300;5k koraka;350;121 kg;;;;;
8.pro;PON;sendvič + jaja + hrenovke;925;sendviči;700;cordoni i tjestenina + keksi i bananice;1370;2995;2150;6k koraka;420;;;;;;
9.pro;UTO;sendvič;350;menza ćevapi + bananice;1420;cordon i krumpir + keksi;1545;3315;2150;10k koraka;610;;;;;;
10.pro;SRI;/;0;bečki + pomfrit + keksi;1100;pizza + slatko;1490;2590;2150;6k koraka;410;;;;;;
11.pro;ČET;/;0;cordoni i riža + keksi;1030;topli sendviči + protein puding;765;1795;2150;4k + usis.;320;;;;;;
12.pro;PET;pohana piletina + krumpir;1400;krumpir tijesto + protein puding;1140;sendviči + napolitanke;1150;3690;2150;8k + kolodvor;550;;;;;;
13.pro;SUB;sendviči;750;domaći kebab;675;zvone rođendan;1580;3005;2350;9k koraka;590;;;;;;
14.pro;NED;sendviči;750;b.meso i riža ;685;protein puding + ostaci;1615;3050;2350;3k + usis.;290;121 kg;;;;;
15.pro;PON;menza pizza;800;gauda ćevapi;1210;protein puding + svašta;1655;3665;2150;8k koraka;520;;;;;;
16.pro;UTO;čevapi u lepinji i vrhnje;875;gauda bečki;1010;nešto???;600;2485;2150;7k koraka;430;;;;;;
17.pro;SRI;sendviči;700;protein puding + b.meso + kroketi;800;protein puding + pizza komad + tost;1225;2725;2150;9k koraka;590;;;;;;
18.pro;ČET;/;0;sendviči;750;cordon i krumpir + protein puding;1080;1830;2150;10k koraka;640;;;;;;
19.pro;PET;cordoni i tjestenina;1190;burek i napolitanke;1320;sendviči + ribice + kinder;1070;3580;2150;12k koraka;780;;;;;;
20.pro;SUB;sendviči + kinder;1170;hambi i čoko;1270;čips + sendviči;1730;4170;2350;2k + usis.;170;;;;;;
21.pro;NED;/;0;b.meso i krumpir;1000;kiflice + sendviči;2000;3000;2350;1k koraka;70;121,5 kg;;;;;
22.pro;PON;sendviči;750;ostaci rižoto + protein puding;975;sendviči + oblatne;1050;2775;2150;5k koraka;350;;;;;;
23.pro;UTO;sendviči + protein puding;950;chili con carne + keksi;1100;sendviči + keksi + ostaci;1600;3650;2150;1k koraka;70;;;;;;
24.pro;SRI;sendviči;750;protein puding + som i restani;975;sendviči + kviki gric;990;2715;2150;2k koraka;180;;;;;;
25.pro;ČET;kiflice + keksi;1310;b.meso + krumpir;820;čips + sendviči;1655;3785;2150;1k koraka;80;;;;;;
26.pro;PET;sendviči;750;b.meso + pommes;955;ribice + protein puding;650;2355;2150;1k koraka;60;;;;;;
27.pro;SUB;sendviči;750;lazanje + jabuka;880;kfillice i sok;1800;3430;2350;1k + usis.;110;;;;;;
28.pro;NED;/;0;b.meso i kroketi;1000;kiflice + lazanje;1200;2200;2350;1k koraka;80;120 kg;;;;;
29.pro;PON;lisnato;1000;varivo + kobasica + somki + čoko;1390;sendviči + smoki;945;3335;2150;3k koraka;220;;;;;;
30.pro;UTO;dvopek kanapei;800;burek i malo čokolada;740;čips + domaćica + sok + sendviči;1670;3210;2150;3k koraka;200;;;;;;
31.pro;SRI;/;0;b.meso + grašak;1080;doček nove;2000;3080;2150;2k koraka;140;;;;;;
1.sij;ČET;/;0;sarma i kolači;800;sendviči + ribice;1080;1880;2150;3k koraka;230;;;;;;
2.sij;PET;sendviči;750;hamburgeri;1100;hambi + čips;950;2800;2150;5k koraka;360;;;;;;
3.sij;SUB;sendviči;750;čufte + keksi;975;pizza;1250;2975;2350;1k koraka;80;;;;;;
4.sij;NED;topli sendviči;825;b.meso i pire;970;b.meso ostaci;835;2630;2350;1k + usis.;120;120,5 kg;;;;;
5.sij;PON;sendviči;750;paprikaš;1100;sendviči + malo čipsa + ceda;1370;3220;2150;3k koraka;210;;;;;;
6.sij;UTO;sendvič;400;tortilje;990;tortilje + lino lada;1340;2730;2150;1k koraka;130;;;;;;
7.sij;SRI;sendviči + čips;1510;cordon i krumpir;760;kokice + sendviči + protein puding;1165;3435;2150;15k koraka;980;;;;;;
8.sij;ČET;/;0;cordon i pommes + čoko kuglice;1700;kobasica + vrhnje + pecivo + čoko;1280;2980;2150;6k koraka;370;;;;;;
9.sij;PET;sendviči + čokolino;1100;indeks sendvič + čoko napolitanke;1250;topli sendviči + protein puding;850;3200;2150;4k + snijeg;450;;;;;;
10.sij;SUB;pohani kruh;900;b.meso i sos;600;sendviči + čokolino + grickalice;2320;3820;2350;1k koraka;100;;;;;;
11.sij;NED;perec štangice;700;rolad i krumpir + čoko s rižom;1250;tost i mcdonalds;2060;4010;2350;4k + kolodvor;340;121,5 kg;;;;;
12.sij;PON;menza pizza + protein puding;1000;bečki + riža;560;tost + protein puding;700;2260;2150;11k koraka;730;;;;;;
13.sij;UTO;pohana piletina + pommes;1400;napolitanke + tost;1650;napolitanke + tost;650;3700;2150;6k koraka;400;;;;;;
14.sij;SRI;cordon + omleti + sendvič + čoko milk;1300;napolitanke ' pljeska i pommes;950;keksi;550;2800;2150;7k koraka;440;;;;;;
15.sij;ČET;gauda ćevapi;1270;sendviči + bomboni;1230;smoki;500;3000;2150;9k koraka;560;;;;;;
16.sij;PET;topli sendviči + bomboni;1050;b.meso i coleslaw + bomboni;1100;sendviči + bomboni + smoki;1350;3500;2150;1k koraka;60;;;;;;
17.sij;SUB;sarma lazanje + bomboni;880;sendviči;750;smoki + sendviči;1550;3180;2350;1k koraka;60;;;;;;
18.sij;NED;sendviči + bombon;840;teletina i njoki + bomboni;1100;sendviči + bomboni;900;2840;2350;1k koraka;60;122,5 kg;;;;;
19.sij;PON;topli sendviči + bomboni;1400;b.meso i krumpir;900;b.meso i krumpir + nutella send;1050;3350;2150;2k + usis.;180;;;;;;
20.sij;UTO;bolonjez;600;topli sendviči + protein puding;850;chicken fries salad + čoko tost;950;2400;2150;2k + 9k koraka;680;;;;;;
21.sij;SRI;/;0;gauda;1250;hambi + cola;1330;2580;2150;9k koraka;560;;;;;;
22.sij;ČET;sendvič + čoko milk;800;ćevapi ;1200;ostaci + bomboni;530;2530;2150;7k + kolodvor;530;;;;;;
23.sij;PET;sendviči + 2x bombona;810;varivo + kobacisa + kruh;810;šnite kurha + protein puding;810;2430;2150;3k koraka;220;;;;;;
24.sij;SUB;sendviči ;800;b.meso + krumpir + luk + salata;855;ivo rođendan;1520;3175;2350;1k koraka;60;;;;;;
25.sij;NED;kruh sendviči;650;kelj sarma + bomboni;1010;sendviči;1100;2760;2350;1k koraka;80;121,5 kg;;;;;
26.sij;PON;sendviči + kikiriki;1090;varivo + faširanci + kruh;700;sendviči + kikiriki + bomboni;1170;2960;2150;1k koraka;60;;;;;;
27.sij;UTO;topli sendviči + bombon;1080;debrecinka hotodogovi + protein puding;950;sendviči;840;2870;2150;1k koraka;60;;;;;;
28.sij;SRI;hotodogovi;1000;b.meso salata;600;protein puding + kikiriki + sendviči;1350;2950;2150;1k koraka;80;;;;;;
29.sij;ČET;sendviči + banana bread;1000;bolonjez + banana bread;1450;sok;150;2600;2150;1k koraka;60;;;;;;
30.sij;PET;jaja hrenovke sendviči i cordon;1245;/;0;bolonjez ostaci + čokolada;1240;2485;2150;11k + kolodvor;720;;;;;;
31.sij;SUB;sendviči + čokolada;990;pizza;1250;grickalice + sok + sendviči;1520;3760;2350;1k koraka;80;;;;;;
1.vlj;NED;sendviči;750;b.meso i krumpir;860;submarine + tost;1820;3430;2350;5k koraka;330;121,5 kg;;;;;
2.vlj;PON;sendviči;700;b.meso i zapečena riža;765;sendviči + čoko + protein puding;1180;2645;2150;9k koraka;570;;;;;;
3.vlj;UTO;sendviči + čoko;1110;tortilje zapečene + ferero;1120;sendviči;810;3040;2150;2k + usis.;220;;;;;;
4.vlj;SRI;ostaci tortilja + kokice;1510;burek sa sirom ;500;sendviči + čoko;990;3000;2150;1k koraka;70;;;;;;
5.vlj;ČET;hotodogovi;960;čokolada + b.meso i kroketi;1170;pizza + domaćica;1600;3730;2150;3k koraka;220;;;;;;
6.vlj;PET;/;0;bečki i pommes + napolitanke;1270;sendviči + čokolada;1200;2470;2150;8k koraka;530;;;;;;
7.vlj;SUB;sendviči;900;paprikaš ;550;palačinke + paprikaš;1250;2700;2350;1k + usis.;150;;;;;;
8.vlj;NED;sendviči;750;puretina i krumpir + malo čoko;885;protein puding + sendviči + čips;1300;2935;2350;1k koraka;90;123 kg;;;;;
9.vlj;PON;sendviči + milka jaffa + kikiriki;1490;mljeveno i tjestenina;1200;kikiriki + topli sendviči;1140;3830;2150;1k koraka;60;;;;;;
10.vlj;UTO;dvopek kanapei + kikiriki;1100;varivo i mini faširanci;600;čips i kola + topli sendviči;1300;3000;2150;1k koraka;120;;;;;;
11.vlj;SRI;pašteta + kruh + nutella;825;b.meso i riža;800;napolitanke + ćevapi;1590;3215;2150;3k koraka;250;;;;;;
12.vlj;ČET;/;0;b.meso i pommes;1250;sendviči + krafne + kikiriki;1390;2640;2150;11k koraka;680;;;;;;
13.vlj;PET;sendviči + nuttela;850;šakšuka + protein mlijeko;1005;sendviči + kuglice;1150;3005;2150;2k koraka;160;;;;;;
14.vlj;SUB;sendviči + protein mlijeko;935;b.meso i sos + proetin mlijeko;740;krekeri i pašteta;540;2215;2350;2k + usis.;170;;;;;;
15.vlj;NED;sendviči + protein mlijeko;935;lađice + banana;775;lađice + pola protein pudinga;1205;2915;2350;1k koraka;60;122,5 kg;;;;;
16.vlj;PON;topli sendviči + pahuljice;1150;ono kinesko;880;sendviči + banana;850;2880;2100;2k koraka;140;;;;;;
17.vlj;UTO;topli sendviči + cola;1050;ćevapi;1300;/;0;2350;2100;1k koraka;100;;;;;;
18.vlj;SRI;sendviči + čoko tost;1250;granatir;600;sendviči + cappucino + granatir;1350;3200;2100;1k koraka;110;;;;;;
19.vlj;ČET;sendviči + kuglice + pahuljice;1300;jaja sendvič;400;sendviči;750;2450;2100;1k koraka;90;;;;;;
20.vlj;PET;pecivo;300;kobasica + pire;740;pahuljice + sendvič;750;1790;2100;1k koraka;90;;;;;;
21.vlj;SUB;pizza trokuti + cappucino + protein milk;790;zapečene tortilje + protein milk;935;zapečene tortilje;750;2475;2400;500 koraka;30;;;;;;
22.vlj;NED;jaje na oko sendvič + protein milk;965;b.meso u kornfleksu i pire;1050;ostaci b.mesa;500;2515;2400;500 koraka;30;122 kg;;;;;
23.vlj;PON;sendviči;650;bolonjez + čoko + ceda;1360;sendviči + protein milk;900;2910;2100;500 koraka;30;;;;;;
24.vlj;UTO;sendviči;650;bolonjez s zaečenim grahom;900;pahuljice + sendviči;1050;2600;2100;500 koraka;30;;;;;;
25.vlj;SRI;sendviči;650;tortilje;1500;ceda i sendvič;500;2650;2100;500 koraka;30;;;;;;
26.vlj;ČET;sendviči + ceda + kikiriki;880;ćevapi + muffin;1650;kikiriki;300;2830;2100;500 koraka;30;;;;;;
27.vlj;PET;sendviči;750;b.meso salata + muffin + kikiriki;1040;sendviči + mandarina;800;2590;2100;750 koraka;50;;;;;;
28.vlj;SUB;big sendvič + capuccino;570;nan + pulled puretina + coleslaw;1200;kikiriki + ceda + sendviči;1070;2840;2400;5k koraka;330;;;;;;
1.ožu;NED;b.meso i riža;920;ostaci ručka;900;mcdonalds + pogaćica;1750;3570;2400;1k koraka;100;122 kg;;;;;
2.ožu;PON;burek i jogurt;1450;bečki i sir s vrhenjm;550;čoko kuglice;480;2480;2100;11k koraka;730;;;;;;
3.ožu;UTO;pohano b.meso + krumpir + čoko milk;1010;svinjski odrezak + kroketi;900;pola lepinje sendvič;400;2310;2100;7k koraka;480;;;;;;
4.ožu;SRI;pohano b.meso + krumpir;830;protein milk + banana;280;lepinja sendvič;910;2020;2100;4k koraka;260;;;;;;
5.ožu;ČET;lepinja sendvič + protein milk;1090;b.meso i krumpir;1105;pizza komad;210;2405;2100;7k koraka;450;;;;;;
6.ožu;PET;čevapi i lepinja;1020;neki gulaš;600;sendviči + keksi ;1050;2670;2100;9k koraka;590;;;;;;
7.ožu;SUB;protein milk + kava;330;tortilje lazanje + protein milk;1300;kiflice + sok;1280;2910;2400;8k + usis.;610;;;;;;
8.ožu;NED;protein milk;220;b.meso u kornfleksu i pire;1150;ostaci b.mesa;910;2280;2400;7k + kolodvor;530;121,5 kg;;;;;
9.ožu;PON;pljeska i njkoi;800;sendviči + protein milk;1025;vilkis borovnica;205;2030;2100;7k koraka;450;;;;;;
10.ožu;UTO;pohano b.meso + krumpir + čoko milk;1015;lepinja tost sendviči;910;/;0;1925;2100;3k + usis.;220;;;;;;
11.ožu;SRI;ražnjić + bečki + riža;800;lepinja tost sendviči + protein milk;1095;pizza komad i malo smokija;320;2215;2100;7k koraka;470;;;;;;
12.ožu;ČET;b.meso + tortelini + protein milk;1115;hotdogovi;1295;/;0;2410;2100;10k koraka;630;;;;;;
13.ožu;PET;burek i jogurt;1450;indeks sendvič;900;kikiriki + banana;450;2800;2100;8k koraka;500;;;;;;
14.ožu;SUB;protein mlik + banana;270;faširanci i varivo + protein milk + kikiriki;1160;sendviči + banana + kikiriki;1090;2520;2400;4k + usis. I ter.;380;;;;;;
15.ožu;NED;banana i komad slonovog uha;260;gulaš i slonovo uho;1110;slonovo uho send. + protein milk;1245;2615;2400;4k + kolodvor;330;120 kg;;;;;
16.ožu;PON;bečki + riža + sok + protein milk;885;vilkis borovnica + hotdogovi;1410;vilkis borovnica;210;2505;2100;6k koraka;380;;;;;;
17.ožu;UTO;menza pizza;900;kajgano sendvič + protein milk;1110;protein milk;185;2195;2100;9k koraka;570;;;;;;
18.ožu;SRI;bečki + pommes + vrhnje + protein milk;1145;jaja na oko + lepinja tost;1115;protein milk 0.5L + banana;430;2690;2100;5k + pull;560;;;;;;
19.ožu;ČET;tost i jaja na oko + protein milk;1100;pljeska i kumpir;1190;protein milk;185;2475;2100;5k koraka;330;;;;;;
20.ožu;PET;topli sendviči;900;b.meso i riža s krumpirom + banana;845;jaja na oko + hrenovka + pecivo;805;2550;2100;12k + kolodvor;830;;;;;;
21.ožu;SUB;jaja na oko + pecivo + satrica + salata;695;bolonjez;1100;kikiriki;260;2055;2400;6k + usis.;410;;;;;;
22.ožu;NED;jaja na oko i ko jučer + banana + kikiriki;925;b.meso i krumpir;850;kikiriki + banana;490;2265;2400;4k + kolodvor;310;118 kg;;;;;
23.ožu;PON;bolonjez + sokić + banana;790;jaja na oko i ostalo + vilkis;815;kikiriki + protein milk 0.5L + kiflica;820;2425;2100;8k + push;740;;;;;;
24.ožu;UTO;b.meso i riža + banana + krem jogurt;935;jaja na oko i ostalo + kikiriki;835;protein milk 0.5L + kiflica;430;2200;2100;6k + pull;600;;;;;;
25.ožu;SRI;/;0;b.meso i krumpir + protein drink;1150;jaja na oko + pecivo + satrica + salata;935;2085;2100;15k koraka;930;;;;;;
26.ožu;ČET;gauda ćevapi i lepinja;975;jaja na oko + pecivo + satrica;615;vilkis + protein milk 0.5L;520;2110;2100;5k + legs;610;;;;;;
27.ožu;PET;/;0;cordoni i riža + banana;950;som i restani + kikiriki;1140;2090;2100;8k + kolodvor;570;;;;;;
28.ožu;SUB;jaja na oko + pecivo + satrica + kikiriki;935;tortilja lazanje;1440;/;0;2375;2400;2k + usis.;200;;;;;;
29.ožu;NED;jaja na oko i ostalo + protein milk;855;minutni i sataraš riža;1000;kikiriki;560;2415;2400;6k koraka;410;118 kg;;;;;
30.ožu;PON;jaja tortilje + mini protein milk;890;pohano b.meso i krumpir;760;kikiriki;390;2040;2100;9k + push;700;;;;;;
31.ožu;UTO;bolonjez + vilkis;810;ćevapi;1540;proteini;470;2820;2100;11k + pull;880;;;;;;
1.tra;SRI;jaja tortilje;730;naravni i tjestenina sa sirom;835;kokice;750;2315;2100;5k koraka;380;;;;;;
2.tra;ČET;hrenovke sendviči;900;protein milk 0.5L + kikiriki;990;sok i bantosi + paštašuta;915;2805;2100;5k + legs;520;;;;;;
3.tra;PET;jaja na oko + satrica + pecivo;655;fiš + protein milk;780;tost u kajganom;735;2170;2100;10k+usis+push;880;;;;;;
4.tra;SUB;tost u kajganom + 2 keksa;865;protein milk + b.meso u kornfleksu i pire;1220;kiflice + oblatna;350;2435;2400;10k + pull;790;;;;;;
5.tra;NED;šunka + satrica + klipići + oblatne;820;svinjski vrat + krumpir + oblatne + banana;1270;protein + jaja + šunka + satrica + kruh;1005;3095;2400;8k + legs;720;117 kg;;;;;
6.tra;PON;šunka + mladi luk + klipić + banana;385;stromboli +  sir i vrhnje + oblatne;1110;stromboli + mini protein;550;2045;2100;4k + kolodvor;310;;;;;;
7.tra;UTO;stromboli;730;/;0;pizza;1600;2330;2100;9k koraka;600;;;;;;
8.tra;SRI;cordoni i riža;850;protein milk + jaja + satrica + pecivo;900;čips;500;2250;2100;10k+koš+push;1030;;;;;;
9.tra;ČET;menza pizza;900;šokački odrezak + krumpir + sir s vrhnjem;975;protein milk + sendvič;745;2620;2100;11k+koš+pull;1100;;;;;;
10.tra;PET;/;0;kikiriki + varivo + faširanci + keksi;1380;tost u kajganom + čokolada;965;2345;2100;8k + kolodvor;630;;;;;;
11.tra;SUB;jaja + salama + satrica + pecivo;815;b.meso + riža;1000;sladoled + kiflice;485;2300;2250;10k+usis+legs;890;;;;;;
12.tra;NED;tost u kajganom+ banana + protein shake;1255;tortilja ražnjić + satrica;720;protein milk;240;2215;2250;6k+push+kolod;630;116,5 kg;;;;;
13.tra;PON;gulaš + jaja + banana;940;protein milk + tortilja ražnjić + satrica;1220;/;0;2160;2100;6k + pull + koš;780;;;;;;
14.tra;UTO;tortilja ražnjić + satrica + jaja;695;gauda ćevapi;1250;protein milk;200;2145;2100;19k korkaka;1220;;;;;;
15.tra;SRI;cordoni i riža + sok;910;prtotein milk + šakšuka + kruh;1050;malo čips i protein snack;420;2380;2100;4k + legs + koš;800;;;;;;
16.tra;ČET;b.meso i krumpir + sir i vrhnje;865;protein milk;185;pizza;1350;2400;2100;7k + push + koš;800;;;;;;
17.tra;PET;sendviči;960;protein milk;185;čufte;1185;2330;2100;13k+pull+kolod;1120;;;;;;
18.tra;SUB;jaja hrenovke pecivo;855;protein + varivo + protein;1055;kajgano tost;695;2605;2250;7k + legs;680;;;;;;
19.tra;NED;jaja hrenovke pecivo;895;puretina + pire;800;protein milk;185;1880;2250;5k + kolodvor;420;115,5 kg;;;;;
20.tra;PON;bolonjez;660;protein milk + jaja + salama + pecivo;810;/;0;1470;2100;8k + push;670;;;;;;
21.tra;UTO;jaja + omlet + hrenovke + pecivo + vrhnje;1075;b.meso + riža;600;burek i jogurt;830;2505;2100;10k + košarka;1080;;;;;;
22.tra;SRI;jaja + cordon + pommes;975;protein milk;185; šakšuka s mljevenim + palačinka;915;2075;2100;14k + pull + koš;1420;;;;;;
23.tra;ČET;jaja + omlet + hrenovke + pecivo + vrhnje;1085;bečki + krumpir + pola banane;750;b.meso i grašak + protein bar;940;2775;2100;15k + kolodvor;1030;;;;;;
24.tra;PET;jaja + pileća šunkarica + kruh sa sirićem;790;protein sladoled + pizza;1505;protein sladoled;160;2455;2100;6k + legs + usis;640;;;;;;
25.tra;SUB;jaja + pileća šunkarica + kruh sa sirićem;750;protein milk + b.meso + riža;1085;2 protein sladoleda;310;2145;2250;4k+push+koše;850;;;;;;
26.tra;NED;jaja + slanina + kruh sirić + napolitanka;750;protein sladoled + liungić u umaku;1005;kikiriki;515;2270;2250;5k koraka;320;115 kg;;;;;
27.tra;PON;jaja + omlet + hrenovke + pecivo + vrhnje;1080;protein milk + gulaš;845;/;0;1925;2100;14k + pull;1050;;;;;;
28.tra;UTO;pohano b.meso + krumpir + sir i vrhnje;950;protein milk + chili con carne;1140;palačinke;400;2490;2100;9k + legs + koš;1250;;;;;;
29.tra;SRI;omlet + hrenovke + pecivo + vrhnje + sok;970;vilkis;210;kajgano salama umak pecivo palačinka;1095;2275;2100;7k koraka;430;;;;;;
30.tra;ČET;jaja + omlet + hrenovke + pecivo + vrhnje;1105;protein milk + bolonjez;1175;protein shake;180;2460;2100;12k+kolo+push;930;;;;;;
1.svi;PET;protein shake;100;roštilj + sok;2320;ostaci roštilja + sok;860;3280;2100;7k + pull;640;;;;;;
2.svi;SUB;banana + protein shake;260;jaja + slanina + vlaška pita + luk + sirić;735;protein sladoled + 2x šnite kruha;560;1555;2250;10k+legs+koše;1220;;;;;;
3.svi;NED;banana + protein shake;240;alfredo piletina;700;ostaci alfreda + kikiriki;1265;2205;2250;5k + push;430;114 kg;;;;;
4.svi;PON;protein shake;120;cordoni i tjestenina + banana;1220;kajgano salama ajvar + kruh + lješnak;1110;2450;2100;14k + pull;1020;;;;;;
5.svi;UTO;b.meso + krumpir + sir + sok;890;protein shake;185;alfredo piletina;950;2025;2100;8k + legs + koš;1110;;;;;;
6.svi;SRI;bolonjez + banana;720;salama + sir;245;čevapi i malo čipsa;1380;2345;2100;9k + košarka;760;;;;;;
7.svi;ČET;kajgano + salama + ajvar + lepinja + sok;875;protein shake + b.meso i đuveđ riža;935;sendvič;500;2310;2100;6k + push;520;;;;;;
8.svi;PET;cordon jaja omlet pecivo sir;950;protein shake + vilkis borovnica;340;som i restani + malo čokolade + kokice;1170;2460;2100;12k+kolo+pull;920;;;;;;
9.svi;SUB;pohani kruh + malo čoko + protein shake;1000;tortilja ražnjić + satrica;790;ostaci + ceda;740;2530;2250;10k + košenje;1040;;;;;;
