Datum;Dan u tj.;Doručak;Doručak (kcal);Ručak;Ručak (kcal);Večera;Večera (kcal);Ukupno;Potrošio;Aktivnost;Aktivnost (kcal);Tjelesna masa (kg)
2025-07-06;NED;sendviči;850.0;b.meso i krumpir + napolitanke;1250.0;sendviči + ceda + čips;1300.0;3400;2500;1k koraka;70.0;123 kg
2025-07-07;PON;sendvič;350.0;lisnato s ostacima + sladoled;1100.0;sendviči + ostaci;1050.0;2500;2200;9k koraka;590.0;
2025-07-08;UTO;hotodogovi;1050.0;chili con carne + napolitanke;1620.0;ceda + chili con carne + napolitanke;1630.0;4300;2200;1k koraka;80.0;
2025-07-09;SRI;hotodogovi + napolitanke;1030.0;b.meso + riža;800.0;sendviči + kokice;1280.0;3110;2200;4k koraka;270.0;
2025-07-10;ČET;topli sendviči;800.0;tjestnina s umakom ;700.0;sendviči + čajni keksi;1290.0;2790;2200;7k koraka;500.0;
2025-07-11;PET;kajgano s hrenovkama + vrhnje;1005.0;b.meso varivo s graškom + keksi;990.0;sendviči + keksi;850.0;2845;2200;3k koraka;200.0;
2025-07-12;SUB;jaje sendvič;430.0;big mac tortilje;1650.0;sladoled + sendviči;950.0;3030;2200;1k + košenje;640.0;
2025-07-13;NED;big mac tortilje;550.0;roštilj;1250.0;ostaci roštilja;800.0;2600;2200;2k + usis.;160.0;123 kg
2025-07-14;PON;sendviči + keksi;970.0;tortilja omlet;595.0;kiflica + sendviči + pola tiramisua;1050.0;2615;2200;2k koraka;170.0;
2025-07-15;UTO;kajgano s hrenovkama + vrhnje + keksi;1005.0;alfredo piletina s tjesteninom;1100.0;ostaci + kitkat;1080.0;3185;2200;1k koraka;70.0;
2025-07-16;SRI;burek + kitkat;800.0;som i restani;950.0;kurh sendviči + napolitanke;1050.0;2800;2200;1k koraka;100.0;
2025-07-17;ČET;topli sendviči + napolitanke;1280.0;čufte;825.0;čufte + napolitanke;1175.0;3280;2200;2k koraka;130.0;
2025-07-18;PET;sendviči;700.0;čufte;825.0;kruh sendviči + kitkat;1210.0;2735;2200;1k koraka;70.0;
2025-07-19;SUB;sendviči;700.0;b.meso u kornfleksu + pire;1100.0;sendviči + sladoled;1200.0;3000;2400;1k koraka;60.0;
2025-07-20;NED;sendviči;700.0;paprkaš + kolač;1590.0;sendviči + kolač;1000.0;3290;2400;2k koraka;140.0;123 kg
2025-07-21;PON;topli sendvič hot dogovi + ceda;960.0;paprikaš s graškom;880.0;sendviči + nutella tost;1150.0;2990;2200;1k + usis.;150.0;
2025-07-22;UTO;sendviči + ceda;850.0;salata s b.mesom + ceda;790.0;hotdogovi + nutella tost;970.0;2610;2200;1k koraka;110.0;
2025-07-23;SRI;hotdogovi + tortilja snack;830.0;bolonjez;990.0;bolonjez + sendviči + ceda;1350.0;3170;2200;5k koraka;350.0;
2025-07-24;ČET;sendviči;650.0;minutni i kroketi;1000.0;sendviči + čokoladica;800.0;2450;2200;3k koraka;210.0;
2025-07-25;PET;sendviči;650.0;b.meso i riža + keksi;1185.0;sendviči + keksi;1050.0;2885;2200;2k koraka;180.0;
2025-07-26;SUB;sendviči;750.0;grah + keksi;1290.0;picete + domaćica + sok;1500.0;3540;2400;5k + usis + ter;430.0;
2025-07-27;NED;picete + keksi;1100.0;lungić u umaku i spatzle + domaćica;960.0;sendviči + keksi;1100.0;3160;2400;2k + košarka;230.0;123 kg
2025-07-28;PON;topli sendviči + keksi;1150.0;grah i kobasica;1320.0;stromboli i torta;930.0;3400;2200;1k koraka;120.0;
2025-07-29;UTO;sendviči + napolitanke;1150.0;pohano u kokosu + pire + napo;1150.0;sendviči + napolitanke;1100.0;3400;2200;1k koraka;80.0;
2025-07-30;SRI;sendviči + keksi;1200.0;tortilje;1440.0;sladoled;300.0;2940;2200;1k + košenje;630.0;
2025-07-31;ČET;sendviči + keksi;1200.0;b.meso + riža + sladoled;1040.0;sendviči + keksi + ceda;1250.0;3490;2200;1k koraka;100.0;
2025-08-01;PET;topli sendviči;825.0;som i restani;655.0;pizza + sok;1350.0;2830;2200;4k + usis.;340.0;
2025-08-02;SUB;klipići sendviči + ceda;975.0;svinjski vrat + krumpir + keks sladoled;1110.0;sendviči + keks sladoled;1260.0;3345;2400;3k koraka;210.0;
2025-08-03;NED;lisnato s hrenovkama;770.0;puretina i pire + sladoled + ceda;1235.0;topli sendviči + ceda;1025.0;3030;2400;1k koraka;110.0;125 kg
2025-08-04;PON;sendviči;750.0;keksi + lubenica + sloppy joe pizza;1000.0;sloopy joe pizza + sendviči + keksi;1800.0;3550;2200;4k koraka;280.0;
2025-08-05;UTO;pletenica sa sirom;875.0;bbq b.meso + riža s porilukom;935.0;keksi + pletenica;1060.0;2870;2200;2k koraka;160.0;
2025-08-06;SRI;topli sendviči;825.0;ćevapi;1210.0;čips + keksi;830.0;2865;2200;4k koraka;320.0;
2025-08-07;ČET;ćevapi + čips;1265.0;b.meso i neka rolada o tikvica;700.0;sendviči + čips;1115.0;3080;2200;3k koraka;200.0;
2025-08-08;PET;topli sendviči + banana + keksi;1250.0;kajgano + kobasica + vrhnje + kruh;905.0;sendviči;800.0;2955;2200;6k + usis;470.0;
2025-08-09;SUB;dvopek sendviči;850.0;pizza;1350.0;banana + dvopek sendviči + nutella;1330.0;3530;2400;4k koraka;310.0;
2025-08-10;NED;kanapei;650.0;svinjski vrat u umaku + njoki + keksi;1140.0;sendviči;600.0;2390;2400;1k koraka;120.0;125 kg
2025-08-11;PON;topli sendviči;750.0;sendviči + ribice;1100.0;ćevapi + sok + sladoled + topli send.;1530.0;3380;2200;3k + kolodvor;280.0;
2025-08-12;UTO;pohani kruh i b.meso;1080.0;sok + sladoled;530.0;kobasa + krumpiri;810.0;2420;2200;1k koraka;130.0;
2025-08-13;SRI;kiflice;750.0;mcdonalds;1400.0;sok + topli sendviči;435.0;2585;2200;9k koraka;560.0;
2025-08-14;ČET;kifla hrenovka + sok;760.0;b.meso s tjesteninom u umake + sok;1440.0;topli sendviči;600.0;2800;2200;16k + pohorje;1380.0;
2025-08-15;PET;kajgano hrenovke i vrhnje + čoko smoki;1250.0;riža i meso;810.0;sok + pommes + slatikiši + jabuka;940.0;3000;2200;1k koraka;70.0;
2025-08-16;SUB;kajgano hrenovke i vrhnje;705.0;sok + roštilj;1305.0;bomboni sladoled banana bread;1060.0;3070;2400;4k koraka;400.0;
2025-08-17;NED;topli sendviči + sok i bomboni;960.0;roštilj;920.0;pizza;1000.0;2880;2400;3k koraka;200.0;125 kg
2025-08-18;PON;kiflice + otto&frank;1050.0;mini tortilje;1400.0;topli sendviči;815.0;3265;2200;7k koraka;460.0;
2025-08-19;UTO;sendviči + sladoled;1100.0;varivo i kobasica;850.0;sendviči + keksi;890.0;2840;2200;6k koraka;440.0;
2025-08-20;SRI;sendviči + sladoled;1100.0;lisnato s mljevenim + jaffa cakes;1315.0;sendviči + ostaci;970.0;3385;2200;3k koraka;200.0;
2025-08-21;ČET;sendviči + keksi + lisnato;1010.0;hamburgeri;900.0;hamburger ostaci;600.0;2510;2200;8k koraka;500.0;
2025-08-22;PET;sendviči + jaffa cakes;1320.0;b.meso i kroketi;1250.0;ostaci + merci;750.0;3320;2200;2k koraka;150.0;
2025-08-23;SUB;sendviči + merci;1380.0;čufte;900.0;kruh kanapei + merci;770.0;3050;2400;3k koraka;240.0;
2025-08-24;NED;kruh kanapei;1120.0;čufte;900.0;sendviči + nutella send;1000.0;3020;2400;2k koraka;140.0;125 kg
2025-08-25;PON;lidl lisnato + čips + čoko;1690.0;granatir;990.0;sendviči + čips;1360.0;4040;2200;3k koraka;230.0;
2025-08-26;UTO;mlinar burek + jogurt;755.0;b.meso i riža;850.0;sendviči + kola + keksi;1340.0;2945;2200;12k koraka;750.0;
2025-08-27;SRI;topli sendviči;900.0;minutni i grašak + keksi;1285.0;sendviči + keksi;840.0;3025;2200;2k + košenje;1030.0;
2025-08-28;ČET;sendviči + keksi;790.0;palačinke s mljevenim i sirom;800.0;svašta;1200.0;2790;2200;4k + terasa;370.0;
2025-08-29;PET;sendviči + somki + oreo;1790.0;b.meso u kornfleksu i pire;1105.0;sendviči + keksi;910.0;3805;2200;1k koraka;130.0;
2025-08-30;SUB;sendviči + keksi;890.0;paprikaš + keksi;1060.0;sendviči + keksi;890.0;2840;2400;3k koraka;240.0;
2025-08-31;NED;sendviči i oreo;910.0;paprikaš;990.0;grickalice i kiflice;1000.0;2900;2400;5k koraka;340.0;125 kg
2025-09-01;PON;topli sendviči + oreo;1320.0;keksi + pastirska pita;850.0;sendviči + nutella send;1050.0;3220;2200;2k koraka;140.0;
2025-09-02;UTO;sendviči i mini tortilje;1300.0;b.meso i pekarski krumpir;1150.0;sendviči + nutella send;950.0;3400;2200;1k koraka;100.0;
2025-09-03;SRI;hotdogovi i torta;1300.0;varivo + kobasica + sladoled;820.0;sendviči + sladoled;910.0;3030;2200;1k koraka;120.0;
2025-09-04;ČET;lidl lisnato + čips;1225.0;burek i sladoled;960.0;sendviči + čips;1300.0;3485;2200;5k koraka;340.0;
2025-09-05;PET;sendviči;910.0;som i restani + sladoled;740.0;topli sendviči;500.0;2150;2200;3k koraka;210.0;
2025-09-06;SUB;sendviči;825.0;b.meso i riža u rerni;965.0;ostaci rižoto + merci;1060.0;2850;2400;4k + košenje;750.0;
2025-09-07;NED;sendviči;700.0;pulled pork sendviči + nutella send.;1250.0;pulled pork sendviči;900.0;2850;2400;2k koraka;170.0;125 kg
2025-09-08;PON;topli sendviči;825.0;bolonjez + kolač;1510.0;sendviči;750.0;3085;2200;2k koraka;130.0;
2025-09-09;UTO;bolonjez;1210.0;sendviči s piletinom;900.0;kanapei;750.0;2860;2200;3k koraka;300.0;
2025-09-10;SRI;topli sendviči + kolač;1200.0;faširanci i varivo + pecivo;700.0;sendviči + nutella send;1000.0;2900;2200;1k koraka;90.0;
2025-09-11;ČET;sendivči + protein puding;995.0;b.meso i krumpier iz frajera;1085.0;sendviči + pahuljice;950.0;3030;2200;1k koraka;80.0;
2025-09-12;PET;sendviči + pahuljice;1050.0;ćevapi + vrhnje + luk + somun;1085.0;pahuljice;300.0;2435;2200;1k koraka;80.0;
2025-09-13;SUB;sendviči;600.0;minutni u umaku + kruh + pahuljice;1095.0;sendviči;1080.0;2775;2200;1k koraka;120.0;
2025-09-14;NED;sendviči;825.0;sos i meso;585.0;sendviči + keksi;1100.0;2510;2200;1k koraka;110.0;125 kg
2025-09-15;PON;sendviči ;720.0;ostaci od jučer + burek iz lidla;550.0;burek iz lidla i keksi;1190.0;2460;2200;1k koraka;90.0;
2025-09-16;UTO;hot dogovi;780.0;čufte + kruh;875.0;sendviči + krekeri;910.0;2565;2200;1k koraka;60.0;
2025-09-17;SRI;sendviči;750.0;čufte + kruh;725.0;sendviči + jaffa cakes;1250.0;2725;2200;5k koraka;320.0;
2025-09-18;ČET;ćevapi + pommes + lepinja + luk;1260.0;burek sa sirom ;400.0;krekeri i pašteta;770.0;2430;2200;8k koraka;580.0;
2025-09-19;PET;sendviči;750.0;pizza;1350.0;kreker kanapei;500.0;2600;2200;2k + košenje;660.0;
2025-09-20;SUB;sendviči;750.0;alfredo piletina s tjesteninom;910.0;ostaci + okrajci;1030.0;2690;2400;3k + terasa;270.0;
2025-09-21;NED;malo nešta;400.0;svinjski vrat i rizibizi;1200.0;svinjski vrat i rizibizi + pahuljice;1150.0;2750;2400;5k koraka;330.0;124 kg
2025-09-22;PON;pohani kruh + krekeri i sir;1170.0;ostaci od vinkovačkih;900.0;čips sok + kolač;1100.0;3170;2200;5k koraka;360.0;
2025-09-23;UTO;sendviči + cola;950.0;kajgano salama sir i tost;885.0;čips smoki i sok;830.0;2665;2200;3k koraka;220.0;
2025-09-24;SRI;topli sendviči + malo čipsa;930.0;varivo i faširanci;670.0;dvopek + nutella send + ceda;1630.0;3230;2200;7k koraka;460.0;
2025-09-25;ČET;topli sendviči;990.0;/;0.0;pizza + sok + smoki;1800.0;2790;2200;3k koraka;240.0;
2025-09-26;PET;gauda;1150.0;/;0.0;varivo i faširanci + čips;1170.0;2320;2200;9k koraka;560.0;
2025-09-27;SUB;sendviči;700.0;/;0.0;neki tost sendviči + sok + kiflica;1650.0;2350;2400;7k koraka;440.0;
2025-09-28;NED;sendviči;700.0;minutni u umake + pecivo;775.0;pizza + čips;1875.0;3350;2400;3k koraka;240.0;124 kg
2025-09-29;PON;/ ;0.0;ćevapi + pecivo + vrhnje;960.0;ceda + sendviči + čips;1705.0;2665;2200;9k koraka;560.0;
2025-09-30;UTO;sendviči;750.0;bolonjez;960.0;čips + ostaci;1130.0;2840;2200;13k koraka;800.0;
2025-10-01;SRI;sendviči;750.0;bolonjez;1460.0;pahuljice i tost;900.0;3110;2200;5k koraka;330.0;
2025-10-02;ČET;topli sendviči;900.0;kokice;500.0;luks rođendan;1710.0;3110;2200;4k koraka;310.0;
2025-10-03;PET;dvopek sendviči + nutella tost;1150.0;ćevapi + lepinja + pommes;1250.0;ceda;150.0;2550;2200;5k koraka;350.0;
2025-10-04;SUB;sendviči;750.0;ćufte + pecivo i malo nutelle;1070.0;sendviči;750.0;2570;2400;4k koraka;300.0;
2025-10-05;NED;topli sendviči;825.0;pizza;1250.0;ceda + kanapei;850.0;2925;2400;3k + usis.;240.0;124 kg
2025-10-06;PON;pohana piletina + pommes;950.0;lisnato lidl;875.0;sendviči + malo pahuljica;1030.0;2855;2200;13k koraka;880.0;
2025-10-07;UTO;/;0.0;bečki i riža;580.0;varivo i faširanci + sendviči + ceda;1740.0;2320;2200;13k + kolodvor;900.0;
2025-10-08;SRI;/;0.0;b.meso i tortelini;740.0;topli sendviči;1450.0;2190;2200;14k + kolodvor;930.0;
2025-10-09;ČET;/;0.0;/;0.0;pizza i pommes + ceda;1980.0;1980;2200;13k koraka;790.0;
2025-10-10;PET;/;0.0;ćevapi u pecivu + pommes;1300.0;varivo + nutella send.;1340.0;2640;2200;12k koraka;730.0;
2025-10-11;SUB;/;0.0;zapečene tortilje;800.0;zapečene tortilje + manda + grickalice;1140.0;1940;2400;13k koraka;820.0;
2025-10-12;NED;/;0.0;svinjski vrat i rizibizi;785.0;ostaci ručka + mandarine;1085.0;1870;2400;5k koraka;370.0;123 kg
2025-10-13;PON;/;0.0;zapečene tortilje;880.0;pizza + domaćica + čips;2150.0;3030;2200;čišćenje + 6k;510.0;
2025-10-14;UTO;/;0.0;bolonjez;1200.0;čoko + kajgano + hrenovke + vrhnje;1095.0;2295;2200;9k koraka;570.0;
2025-10-15;SRI;/;0.0;bečki i riža + tortice;1055.0;big tasty + pommes;1260.0;2315;2200;5k koraka;340.0;
2025-10-16;ČET;bečki i rizibizi;800.0;salata s b.mesom;650.0;sendviči + čokolada;1155.0;2605;2200;15k koraka;920.0;
2025-10-17;PET;sendviči + čokolada;885.0;indeks sendvič;850.0;sendviči + keks + protein puding;1070.0;2805;2200;4k koraka;280.0;
2025-10-18;SUB;sendviči + čaj;900.0;kroasane;1050.0;alfredo + picete + cola;2100.0;4050;2400;1k koraka;100.0;
2025-10-19;NED;ostaci alfreda + čoko;920.0;b.meso i pire;885.0;kiflice;1200.0;3005;2400;1k koraka;60.0;124 kg
2025-10-20;PON;kiflice;1000.0;alfredo piletina;660.0;sendviči + bananko;930.0;2590;2200;3k + usis.;250.0;
2025-10-21;UTO;/;0.0;bečki i pekarski krumpir + sok;840.0;kajgano + hrenovke;945.0;1785;2200;6k koraka;390.0;
2025-10-22;SRI;/;0.0;bečki i riža;800.0;sendviči + mandarina;940.0;1740;2200;7k koraka;440.0;
2025-10-23;ČET;burek i jogurt;850.0;bečki i riža + tortice;1175.0;ćevapi + palačinka;1440.0;3465;2200;5k koraka;360.0;
2025-10-24;PET;kuglice + malo nutelle + ceda;680.0;ćevapi;1050.0;sendviči + nutella;950.0;2680;2200;9k + kolodvor;650.0;
2025-10-25;SUB;/;0.0;som i restani + nutella send.;1180.0;sendviči + nutella + manda + ostaci;1280.0;2460;2400;1k koraka;60.0;
2025-10-26;NED;sendviči + slatko;1025.0;b.meso i krumpir;850.0;ostaci + čokolada;1060.0;2935;2400;4k koraka;300.0;122,5 kg
2025-10-27;PON;/;0.0;sendviči;750.0;riža + gricklice;1390.0;2140;2200;6k koraka;400.0;
2025-10-28;UTO;/;0.0;sendviči;750.0;ćevapi + pommes;1610.0;2360;2200;7k koraka;430.0;
2025-10-29;SRI;/;0.0;piletina i pommes + čoko balls;1300.0;kajgano sendviči;1115.0;2415;2200;2k koraka;160.0;
2025-10-30;ČET;/;0.0;cordon i rizibizi + tortice;985.0;zagrebački i pommes + burek sa sirom;1565.0;2550;2200;11k koraka;670.0;
2025-10-31;PET;/;0.0;čoko + cola + tortilja preklapa;1250.0;sendviči;750.0;2000;2200;5k koraka;320.0;
2025-11-01;SUB;keksi i sok;600.0;bolonjez;960.0;kod luksa;1250.0;2810;2400;7k koraka;510.0;
2025-11-02;NED;sendviči + malo pohanog kruha;1000.0;b.meso u kornfleksu i pire;1000.0;b.meso u kornfleksu i pire;1000.0;3000;2400;5k + kolodvor;450.0;121,5 kg
2025-11-03;PON;/;0.0;tortilja preklapa;1155.0;bolonjez;800.0;1955;2200;6k koraka;390.0;
2025-11-04;UTO;/;0.0;tortilja preklapa;855.0;zagrebački pommes + čipsa malo;1010.0;1865;2200;7k koraka;430.0;
2025-11-05;SRI;bečki + riža + tortica;775.0;tortilja sendviči;990.0;hamburgilla;1250.0;3015;2200;7k koraka;440.0;
2025-11-06;ČET;menza pizza + tortica;975.0;paprikaš + protein puding;1280.0;sendviči;760.0;3015;2200;5k koraka;350.0;
2025-11-07;PET;sendviči nutella send.;935.0;tortlija lazanje;1000.0;čips i komad pizze;780.0;2715;2200;3k koraka;210.0;
2025-11-08;SUB;burek s piletinom + sok;525.0;b.meso i krumpir;885.0;sendviči + čokolada;1325.0;2735;2400;8k koraka;520.0;
2025-11-09;NED;sendviči + protein puding;900.0;faširanci i riža + domaćica;960.0;ostaci + protein puding;970.0;2830;2400;3k + kolodvor;280.0;120,5 kg
2025-11-10;PON;/;0.0;gulaš + sendviči + protein puding;1430.0;tortilja i protein puding;500.0;1930;2200;5k koraka;350.0;
2025-11-11;UTO;/;0.0;sendviči + čips + protein puding;1300.0;bečki i pekarski + tortice;1175.0;2475;2200;6k koraka;380.0;
2025-11-12;SRI;/;0.0;pohana piletina i pommes + protein pud.;1025.0;hamburger + keksi + čips;1780.0;2805;2200;2k koraka;180.0;
2025-11-13;ČET;cordon i rizibizi + protein puding;655.0;bečki i pekarski krumpir;760.0;sendviči + tortice + protein puding;1270.0;2685;2200;8k koraka;510.0;
2025-11-14;PET;tost sa sirom + protein puding;845.0;alfredo piletina s tjesteninom + čoko;1210.0;sendviči + keksi;1260.0;3315;2200;7k + kolodvor;520.0;
2025-11-15;SUB;sendviči + keksi;1110.0;som i restani + banana bread;1030.0;ostaci alfreda i banana bread;1280.0;3420;2400;1k koraka;60.0;
2025-11-16;NED;domaći kruh sendviči;700.0;sarma musaka;900.0;banana bread + sendviči;940.0;2540;2400;1k koraka;60.0;121 kg
2025-11-17;PON;cordon i jaja;560.0;bečki i riža i monte;685.0;kiflice i keksi;1540.0;2785;2200;12k koraka;750.0;
2025-11-18;UTO;/;0.0;grah kobasica i kruh + nutella šnite;1350.0;palačinka sendviči;1050.0;2400;2200;1k koraka;60.0;
2025-11-19;SRI;/;0.0;cordon i riža;870.0;grah + tortica + sendviči + pahuljice;1895.0;2765;2200;11k koraka;700.0;
2025-11-20;ČET;jaja + hrenovke + pecivo + tortica;1015.0;sendviči;700.0;ćevapi + čoko;1380.0;3095;2200;15k koraka;930.0;
2025-11-21;PET;sendviči + merci;1050.0;minutni + grašak + merci + ceda;970.0;sendviči + nutella;940.0;2960;2200;1k + usis.;170.0;
2025-11-22;SUB;sendviči;750.0;bolonjez;990.0;sendviči ;750.0;2490;2400;1k + snijeg;140.0;
2025-11-23;NED;sendviči;750.0;b.meso i sos;720.0;sendviči + bolonjez;1750.0;3220;2400;2k koraka;170.0;121 kg
2025-11-24;PON;menza pizza + tortica;975.0;protein puding;165.0;bečki i riža;600.0;1740;2200;9k koraka;600.0;
2025-11-25;UTO;bolonjez i sendvič;950.0;proetin puding + sendvič;515.0;palačinke + protein puding;1165.0;2630;2200;8k koraka;520.0;
2025-11-26;SRI;bečki i riža;570.0;sendviči + protein puding;815.0;mljeveno + pizza;1730.0;3115;2200;12k + kuglanje;850.0;
2025-11-27;ČET;/;0.0;/;0.0;gauda ćevapi + protein pud. + gumeni;1875.0;1875;2200;6k koraka;410.0;
2025-11-28;PET;jaja hrenovke i pecivo + tortica;940.0;som i restani;865.0;sendviči;750.0;2555;2200;10k + kolodvor;720.0;
2025-11-29;SUB;sendviči + kuglice;1000.0;tortilje;1500.0;keksi i kiflice;1000.0;3500;2400;2k koraka;120.0;
2025-11-30;NED;sendviči + keksi;1000.0;juha nešto malo mesa i pirea + gluposti;970.0;sendviči + protein puding;915.0;2885;2400;4k + kolodvor;320.0;120,5 kg
2025-12-01;PON;bolonjez;600.0;sendviči + protein puding;965.0;cordon i tjestenina + čips + puding;1755.0;3320;2150;9k koraka;580.0;
2025-12-02;UTO;čevapi i riža;735.0;sendvič i protein puding;865.0;hamburgilla + domaćica;1480.0;3080;2150;14k koraka;860.0;
2025-12-03;SRI;sendvič;700.0;cordoni i pommes;1100.0;gumeni + topli send, + prot. Puding;1095.0;2895;2150;2k koraka;150.0;
2025-12-04;ČET;jaja i hrenovke;745.0;menza ćevapi;1140.0;protein puding;165.0;2050;2150;8k koraka;490.0;
2025-12-05;PET;jaja i kobasice;860.0;protien puding + ćevapi i riža;815.0;čufte + pecivo + čoko štapići;950.0;2625;2150;11k + kolodvor;730.0;
2025-12-06;SUB;sendviči + kitkat;1050.0;čokolada;350.0;coki rođendan;1800.0;3200;2300;3k + usis.;260.0;
2025-12-07;NED;/;0.0;b,meso i pire;1100.0;forneti + b.meso + bomboni;1410.0;2510;2300;5k koraka;350.0;121 kg
2025-12-08;PON;sendvič + jaja + hrenovke;925.0;sendviči;700.0;cordoni i tjestenina + keksi i bananice;1370.0;2995;2150;6k koraka;420.0;
2025-12-09;UTO;sendvič;350.0;menza ćevapi + bananice;1420.0;cordon i krumpir + keksi;1545.0;3315;2150;10k koraka;610.0;
2025-12-10;SRI;/;0.0;bečki + pomfrit + keksi;1100.0;pizza + slatko;1490.0;2590;2150;6k koraka;410.0;
2025-12-11;ČET;/;0.0;cordoni i riža + keksi;1030.0;topli sendviči + protein puding;765.0;1795;2150;4k + usis.;320.0;
2025-12-12;PET;pohana piletina + krumpir;1400.0;krumpir tijesto + protein puding;1140.0;sendviči + napolitanke;1150.0;3690;2150;8k + kolodvor;550.0;
2025-12-13;SUB;sendviči;750.0;domaći kebab;675.0;zvone rođendan;1580.0;3005;2350;9k koraka;590.0;
2025-12-14;NED;sendviči;750.0;b.meso i riža ;685.0;protein puding + ostaci;1615.0;3050;2350;3k + usis.;290.0;121 kg
2025-12-15;PON;menza pizza;800.0;gauda ćevapi;1210.0;protein puding + svašta;1655.0;3665;2150;8k koraka;520.0;
2025-12-16;UTO;čevapi u lepinji i vrhnje;875.0;gauda bečki;1010.0;nešto???;600.0;2485;2150;7k koraka;430.0;
2025-12-17;SRI;sendviči;700.0;protein puding + b.meso + kroketi;800.0;protein puding + pizza komad + tost;1225.0;2725;2150;9k koraka;590.0;
2025-12-18;ČET;/;0.0;sendviči;750.0;cordon i krumpir + protein puding;1080.0;1830;2150;10k koraka;640.0;
2025-12-19;PET;cordoni i tjestenina;1190.0;burek i napolitanke;1320.0;sendviči + ribice + kinder;1070.0;3580;2150;12k koraka;780.0;
2025-12-20;SUB;sendviči + kinder;1170.0;hambi i čoko;1270.0;čips + sendviči;1730.0;4170;2350;2k + usis.;170.0;
2025-12-21;NED;/;0.0;b.meso i krumpir;1000.0;kiflice + sendviči;2000.0;3000;2350;1k koraka;70.0;121,5 kg
2025-12-22;PON;sendviči;750.0;ostaci rižoto + protein puding;975.0;sendviči + oblatne;1050.0;2775;2150;5k koraka;350.0;
2025-12-23;UTO;sendviči + protein puding;950.0;chili con carne + keksi;1100.0;sendviči + keksi + ostaci;1600.0;3650;2150;1k koraka;70.0;
2025-12-24;SRI;sendviči;750.0;protein puding + som i restani;975.0;sendviči + kviki gric;990.0;2715;2150;2k koraka;180.0;
2025-12-25;ČET;kiflice + keksi;1310.0;b.meso + krumpir;820.0;čips + sendviči;1655.0;3785;2150;1k koraka;80.0;
2025-12-26;PET;sendviči;750.0;b.meso + pommes;955.0;ribice + protein puding;650.0;2355;2150;1k koraka;60.0;
2025-12-27;SUB;sendviči;750.0;lazanje + jabuka;880.0;kfillice i sok;1800.0;3430;2350;1k + usis.;110.0;
2025-12-28;NED;/;0.0;b.meso i kroketi;1000.0;kiflice + lazanje;1200.0;2200;2350;1k koraka;80.0;120 kg
2025-12-29;PON;lisnato;1000.0;varivo + kobasica + somki + čoko;1390.0;sendviči + smoki;945.0;3335;2150;3k koraka;220.0;
2025-12-30;UTO;dvopek kanapei;800.0;burek i malo čokolada;740.0;čips + domaćica + sok + sendviči;1670.0;3210;2150;3k koraka;200.0;
2025-12-31;SRI;/;0.0;b.meso + grašak;1080.0;doček nove;2000.0;3080;2150;2k koraka;140.0;
2026-01-01;ČET;/;0.0;sarma i kolači;800.0;sendviči + ribice;1080.0;1880;2150;3k koraka;230.0;
